Strain,4.Aminobutyrate,Acetate,Acetoin,Acetone,Alanine,Butyrate,Citrate,Ethanol,Formate,Fumarate,Glucose,Glycerol,Lactate,Malate,Maltose,Methanol,Pyruvate,Succinate,Valine,Acetaldehyde.Hydrate.IFR,Acetaldehyde.IFR,Ethyl Acetate
3396,0.0128,0.144833333,0.004166667,0.002333333,0.007766667,0.0152,0.032666667,37.82316667,0.005,0.000933333,0.039866667,1.845966667,0.043466667,0.029,0.003666667,0.2535,0.0116,0.016766667,0,0.094533333,0.036233333,0.066333333
3398,0.014733333,0.218633333,0.043666667,1.039166667,0.015233333,0.014366667,0.129233333,31.4487,0.0067,0.001133333,0.042766667,3.723233333,0.1193,0.0336,0,0.281733333,0.133433333,0.033466667,0.000366667,0.151133333,0.074366667,0.0632
3400,0.013866667,0.073266667,0.048133333,0.099233333,0.020633333,0.016333333,0.0521,32.44366667,0.0044,0.001,0.0329,2.7514,0.081833333,0.038633333,0.003666667,0.278133333,0.079633333,0.019733333,0,0.1334,0.057433333,0.067333333
3401,0.0028,0.493366667,0.0044,0.022666667,0.004833333,0.007366667,0.002766667,28.00243333,0.01,0.0019,6.9262,1.5227,0.085333333,0.008166667,0.011,0.2316,0.030566667,0.032233333,0.0395,0.030233333,0.015566667,0.0063
3406,0.030933333,0.672266667,0.009133333,0.004366667,0.0523,0.016166667,0.014533333,26.489,0.003766667,0.000766667,0.008233333,4.775833333,0.057166667,0.052166667,0,0.1926,0.004866667,0.0668,0.0013,0.056033333,0.0282,0.025733333
3411,0.007233333,0.325633333,0.0041,0.023066667,0.012366667,0.017633333,0.003633333,29.08843333,0.007733333,0.000633333,5.8457,3.013266667,0.094766667,0.0129,0.003666667,0.2366,0.010333333,0.0382,0.0008,0.029666667,0.0103,0.0046
3431,0.031125,1.183325,0.0081,0.003325,0.0516,0.01965,0.011275,33.5807,0.00485,0.001275,0.0723,4.823375,0,0.042525,0,0.25145,0.00475,0.209025,0.0029,0.10335,0.051925,0.057225
3444,0.019333333,0.521866667,0.002866667,0.0246,0.027933333,0.022433333,0.006,38.5791,0.003533333,0.000633333,0.0083,4.600333333,0.180266667,0.0247,0,0.2391,0.0203,0.065366667,0.000433333,0.050266667,0.008833333,0.003666667
3445,0.038766667,0.4756,0.005933333,0.004566667,0.038333333,0.011566667,0.0112,35.58243333,0.004066667,0.001366667,0.045133333,5.424833333,0.1968,0.032733333,0,0.2567,0.015166667,0.082266667,0.003933333,0.155533333,0.072466667,0.022566667
3447,0.043333333,1.9929,0.010266667,0.005666667,0.0262,0.0145,0.010766667,34.19413333,0.003166667,0.0009,0.022866667,4.462366667,0,0.045333333,0,0.252366667,0.004333333,0.108133333,0.001466667,0.228333333,0.055966667,0.0217
3448,0.0249,0.6227,0.0045,0.011466667,0.037533333,0.01,0.009033333,38.3769,0.004833333,0.001233333,0.0386,5.014633333,0.216933333,0.029233333,0.003666667,0.249333333,0.021466667,0.075233333,0.000133333,0.129366667,0.047233333,0.026966667
3449,0.029166667,0.449133333,0.0039,0.027433333,0.0306,0.0126,0.006266667,38.84586667,0.003833333,0.001,0.0217,4.972433333,0.160733333,0.022466667,0,0.248433333,0.0156,0.0744,0.001566667,0.1465,0.0724,0.025366667
3451,0.049666667,0.638033333,0.0052,0.004466667,0.053466667,0.0141,0.01,39.17506667,0.003666667,0.001233333,0.0297,4.824433333,0.101233333,0.0387,0,0.2471,0.003966667,0.066233333,0.002566667,0.149333333,0.055933333,0.040433333
3453,0.027466667,0.532666667,0.0054,0.007433333,0.050266667,0.014433333,0.008933333,39.3162,0.0035,0.001066667,0.0219,4.594233333,0.1733,0.035233333,0,0.245766667,0.014066667,0.081166667,0.002033333,0.160033333,0.069633333,0.035366667
3454,0.03755,1.1435,0.00485,0.0081,0.0707,0.0149,0.0098,38.26235,0.0041,0.001,0.0184,4.17315,0,0.0466,0,0.2452,0.00355,0.08475,0,0.191,0.0351,0.03055
3455,0.033166667,0.649733333,0.0054,0.0061,0.049,0.012833333,0.007566667,38.39373333,0.003633333,0.001233333,0.022433333,4.730366667,0.071066667,0.045666667,0,0.2458,0.005133333,0.091166667,0.002566667,0.174433333,0.048133333,0.034533333
3456,0.038566667,0.726633333,0.003733333,0.0185,0.024033333,0.012566667,0.006633333,39.48936667,0.004233333,0.001,0.028033333,5.123166667,0.0909,0.0241,0,0.248766667,0.007166667,0.0691,0.000333333,0.156966667,0.0282,0.046533333
3457,0.029633333,1.387866667,0.004166667,0.005833333,0.021933333,0.0142,0.0098,36.2799,0.0036,0.0008,0.013466667,4.774666667,0,0.028133333,0,0.248766667,0.003433333,0.087866667,0.001266667,0.121,0.081,0.0316
3458,0.038766667,0.767666667,0.0043,0.016333333,0.0436,0.019633333,0.008733333,35.0463,0.003833333,0.0007,0.015566667,4.790866667,0.089433333,0.054033333,0,0.241866667,0.0054,0.089266667,0.002133333,0.1057,0.0387,0.0258
3460,0.035533333,0.466666667,0.005133333,0.012166667,0.024166667,0.015266667,0.010333333,30.61856667,0.0045,0.0011,0.017833333,5.291166667,0.036766667,0.037333333,0,0.218466667,0.005566667,0.087466667,0.0272,0.091066667,0.0204,0.0119
3461,0.029966667,0.535033333,0.0025,0.023433333,0.030066667,0.0126,0.0086,35.52376667,0.002666667,0.000666667,0.049133333,5.437033333,0.2133,0.0311,0,0.254233333,0.0093,0.081433333,0.002166667,0.1085,0.053133333,0.019133333
3462,0.031133333,0.581766667,0.004933333,0.0192,0.028166667,0.0137,0.0086,36.6162,0.0039,0.000966667,0.021866667,5.498233333,0.219733333,0.033,0,0.254333333,0.012166667,0.083766667,0.002133333,0.126333333,0.066933333,0.022233333
3466,0.0422,0.820266667,0.0057,0.013033333,0.0242,0.014633333,0.010733333,37.2223,0.0061,0.002266667,0.028133333,3.805333333,0,0.036333333,0,0.250366667,0.004666667,0.0679,0.054133333,0.146133333,0.052033333,0.020133333
